id,requirement,minimum_acceptance,status,implementation,tests,verification_evidence,blocker_reason,remaining_work
NFR-SEC-007,Critical build and release artifacts SHALL be signed and carry provenance.,SLSA-aligned provenance and verification.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-008,"The SDLC SHALL implement code review, dependency control, secret scanning, SAST, DAST, fuzzing and independent penetration testing.",Release evidence bundle.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PERF-001,Automated Commit Gate evaluation excluding external evidence calls SHOULD target p95 ≤250 ms and p99 ≤750 ms in the reference environment.,Benchmark with published hardware and policy set.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PERF-002,Cached local runtime decisions SHOULD target p99 ≤1 ms at supported software gates; packet enforcement targets SHALL be set per implementation.,Dataplane benchmark under load.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PERF-003,The system SHALL publish external connector latency separately from core policy latency.,Telemetry and benchmark report.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PERF-004,The reference finance gate SHALL sustain at least 100 protected action evaluations per second per gate instance without error.,Load test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PERF-005,Runtime enforcement SHALL remain stable under adversarial request and cache-churn load.,Soak and exhaustion test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-AVL-001,Production control services SHOULD target 99.95% monthly availability before enterprise GA; specific SLA appears only after operational evidence.,Service metrics and SLA review.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-AVL-002,A single vendor-cloud failure SHALL NOT remove already cached local runtime controls.,Disconnection drill.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-AVL-003,Critical tenant gates SHALL support multi-zone deployment and state recovery.,Failover test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-AVL-004,Every action class SHALL have a documented failure policy and maximum stale-policy interval.,Failure-mode matrix approved.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-AVL-005,"Recovery objectives SHALL be tiered: proposed reference RTO 15 minutes for critical gates and RPO near-zero for signed audit metadata, subject to deployment validation.",DR exercise.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PRV-001,Personal data collection SHALL be purpose-limited and minimised by default.,Data inventory and DPIA.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PRV-002,"The system SHALL support regional processing, customer-hosted gates and configurable retention.",Deployment and retention tests.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PRV-003,Biometric templates used to unlock local keys SHALL remain in the platform authenticator where supported and SHALL not be ingested by Invariant.,Architecture and device API verification.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PRV-004,"Employee monitoring features SHALL be disabled by default and require lawful basis, transparency and separate configuration.",Product configuration and legal review.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-PRV-005,Data subject and customer deletion workflows SHALL preserve legally required integrity metadata only where justified.,Deletion test and policy.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-OPS-001,All production changes SHALL use reviewed infrastructure-as-code or equivalent controlled configuration.,Change evidence.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-OPS-002,"Operational runbooks SHALL cover certificate failure, target uncertainty, gate outage, key compromise, tenant isolation incident and recovery.",Runbook exercise.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-OPS-003,"High-severity alerts SHALL have defined ownership, acknowledgement and escalation SLOs.",On-call test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-OPS-004,"Customer-visible incidents SHALL be tracked from detection through containment, recovery, root cause and corrective action.",Incident record template.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-OPS-005,"The platform SHALL support safe staged rollout, canary deployment and immediate rollback of software while preserving policy/key integrity.",Release drill.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-MNT-001,Public and internal interfaces SHALL be versioned and backward compatibility documented.,API compatibility test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-MNT-002,Core policy and certificate formats SHALL have independent test vectors and at least two verifier implementations before high-assurance GA.,Cross-implementation conformance.,PARTIAL,[],"[{""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-010 NFR-MNT-002: independent verifiers accept mixed-suite audit history and reject cross-suite tampering', t => {""}, {""file"": ""tests/extended-security.test.mjs"", ""declaration"": ""test('KEY-010 NFR-MNT-002: independent verifiers reject signed-log tampering and duplicate JSON keys', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-MNT-003,The codebase SHALL maintain a software bill of materials and dependency ownership.,SBOM and update workflow.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-MNT-004,Security-critical components SHALL have explicit maintainers and review requirements.,Repository policy.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-MNT-005,Deprecated connector or schema versions SHALL have announced end-of-support and safe migration.,Lifecycle record.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('CON-006 NFR-MNT-005: lifecycle forbids EOL use and silent downgrade and preserves migration instructions', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-USA-001,Routine users SHOULD complete ordinary protected work without learning cryptographic concepts.,Usability test.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-USA-002,"Critical approval comprehension SHALL be tested for amount, destination, changed state and consequences.",User study threshold.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-USA-003,"Accessibility SHALL target WCAG 2.2 AA for ordinary interfaces, with documented constraints for trusted hardware UI.",Accessibility audit.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-USA-004,Operators SHALL be able to explain every deterministic decision from stored inputs and policy.,Decision replay.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-CMP-001,"The platform SHALL maintain a control map to NIST CSF, ISO 27001, GDPR security/privacy-by-design obligations and applicable customer-sector requirements.",Current control matrix.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-CMP-002,"Compliance mappings SHALL be labelled support evidence, not automatic certification.",Legal/marketing review.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-CMP-003,"Vulnerability reporting, coordinated disclosure and product security update processes SHALL be operational before public beta.",Published policy and internal workflow.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-CMP-004,"Security-relevant product changes SHALL be assessed for CRA, NIS2, DORA, AI Act and sector impact as applicable.",Release compliance checklist.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-TST-001,"Every SHALL requirement SHALL map to at least one test, inspection, analysis or demonstration method.",Traceability export.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-TST-002,"Release acceptance SHALL include adversarial bypass testing, not only expected-path tests.",Red-team report.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('COM-003 NFR-TST-002: eight independent gate workers race; exactly one certificate is consumed', async t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-TST-003,Production-like test data SHALL be synthetic or lawfully controlled and isolated.,Test-data review.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-TST-004,Known critical or high-severity exploitable findings SHALL block release unless formally accepted under documented exceptional governance.,Release gate evidence.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
